id,username,name,score
101029464,dawoodie,David,0
86494096,icmrnbw,Ernest,0
86494096,icmrnbw,Ernest,0
86494096,icmrnbw,Ernest,0
86494096,icmrnbw,Ernest,0
86494096,icmrnbw,Ernest,0
86494096,icmrnbw,Ernest,0
